Time,id,name,status_code,power_w,rated_v,real_v,current_a
00:00,f1_dev_1,1F 冰箱(EP),1,200.0,110,109.9,1.82
00:00,f1_dev_2,1F 抽水馬達(EP),1,200.0,220,219.8,0.91
00:00,f1_dev_3,1F 照明 1(EP),1,200.0,110,109.9,1.82
00:00,f1_dev_4,1F 照明 2(EP),1,200.0,110,109.9,1.82
00:00,f1_dev_5,1F WiFi(EP),1,200.0,110,110.0,1.82
00:00,f1_dev_6,1F 電熱水器(EP),1,200.0,220,220.0,0.91
00:00,f1_dev_7,1F 廚房專插(EP),1,200.0,110,109.9,1.82
00:00,f1_dev_8,1F 冷氣(L1),0,0.0,220,0.0,0.0
00:00,f1_dev_9,1F 照明 1(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_10,1F 照明 2(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_11,1F 電磁爐(L1),0,0.0,220,0.0,0.0
00:00,f1_dev_12,1F 插座 1(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_13,1F 插座 2(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_14,1F 插座 3(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_15,1F 插座 4(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_16,1F 插座 5(L1),0,0.0,110,0.0,0.0
00:00,f1_dev_17,1F 插座 6(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_1,1F 冰箱(EP),1,200.0,110,109.9,1.82
00:15,f1_dev_2,1F 抽水馬達(EP),1,200.0,220,219.8,0.91
00:15,f1_dev_3,1F 照明 1(EP),1,200.0,110,109.9,1.82
00:15,f1_dev_4,1F 照明 2(EP),1,200.0,110,109.9,1.82
00:15,f1_dev_5,1F WiFi(EP),1,200.0,110,110.0,1.82
00:15,f1_dev_6,1F 電熱水器(EP),1,200.0,220,220.0,0.91
00:15,f1_dev_7,1F 廚房專插(EP),1,200.0,110,109.9,1.82
00:15,f1_dev_8,1F 冷氣(L1),0,0.0,220,0.0,0.0
00:15,f1_dev_9,1F 照明 1(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_10,1F 照明 2(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_11,1F 電磁爐(L1),0,0.0,220,0.0,0.0
00:15,f1_dev_12,1F 插座 1(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_13,1F 插座 2(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_14,1F 插座 3(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_15,1F 插座 4(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_16,1F 插座 5(L1),0,0.0,110,0.0,0.0
00:15,f1_dev_17,1F 插座 6(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_1,1F 冰箱(EP),1,200.0,110,109.9,1.82
00:30,f1_dev_2,1F 抽水馬達(EP),1,200.0,220,219.8,0.91
00:30,f1_dev_3,1F 照明 1(EP),1,200.0,110,109.9,1.82
00:30,f1_dev_4,1F 照明 2(EP),1,200.0,110,109.9,1.82
00:30,f1_dev_5,1F WiFi(EP),1,200.0,110,110.0,1.82
00:30,f1_dev_6,1F 電熱水器(EP),1,200.0,220,220.0,0.91
00:30,f1_dev_7,1F 廚房專插(EP),1,200.0,110,109.9,1.82
00:30,f1_dev_8,1F 冷氣(L1),0,0.0,220,0.0,0.0
00:30,f1_dev_9,1F 照明 1(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_10,1F 照明 2(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_11,1F 電磁爐(L1),0,0.0,220,0.0,0.0
00:30,f1_dev_12,1F 插座 1(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_13,1F 插座 2(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_14,1F 插座 3(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_15,1F 插座 4(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_16,1F 插座 5(L1),0,0.0,110,0.0,0.0
00:30,f1_dev_17,1F 插座 6(L1),0,0.0,110,0.0,0.0
00:45,f1_dev_1,1F 冰箱(EP),1,200.0,110,109.9,1.82
00:45,f1_dev_2,1F 抽水馬達(EP),1,200.0,220,219.8,0.91
00:45,f1_dev_3,1F 照明 1(EP),1,200.0,110,109.9,1.82
00:45,f1_dev_4,1F 照明 2(EP),1,200.0,110,109.9,1.82
00:45,f1_dev_5,1F WiFi(EP),1,200.0,110,110.0,1.82
00:45,f1_dev_6,1F 電熱水器(EP),1,200.0,220,220.0,0.91
00:45,f1_dev_7,1F 廚房專插(EP),1,200.0,110,109.9,1.82
00:45,f1_dev_8,1F 冷氣(L1),0,0.0,220,0.0,0.0
00:45,f1_dev_9,1F 照明 1(L1),0,0.0,110,0.0,0.0
